id,path,label
0,1981_Graphic_Ringer_Tee/img_00000022.jpg,42
1,1981_Graphic_Ringer_Tee/img_00000002.jpg,42
2,1981_Graphic_Ringer_Tee/img_00000008.jpg,42
3,1981_Graphic_Ringer_Tee/img_00000018.jpg,42
4,1981_Graphic_Ringer_Tee/img_00000024.jpg,42
5,1981_Graphic_Ringer_Tee/img_00000013.jpg,42
6,1981_Graphic_Ringer_Tee/img_00000012.jpg,42
7,1981_Graphic_Ringer_Tee/img_00000021.jpg,42
8,1981_Graphic_Ringer_Tee/img_00000005.jpg,42
9,1981_Graphic_Ringer_Tee/img_00000023.jpg,42
10,1981_Graphic_Ringer_Tee/img_00000036.jpg,42
11,1981_Graphic_Ringer_Tee/img_00000007.jpg,42
12,1981_Graphic_Ringer_Tee/img_00000026.jpg,42
13,1981_Graphic_Ringer_Tee/img_00000027.jpg,42
14,1981_Graphic_Ringer_Tee/img_00000034.jpg,42
15,1981_Graphic_Ringer_Tee/img_00000030.jpg,42
16,1981_Graphic_Ringer_Tee/img_00000032.jpg,42
17,1981_Graphic_Ringer_Tee/img_00000004.jpg,42
18,1981_Graphic_Ringer_Tee/img_00000015.jpg,42
19,1981_Graphic_Ringer_Tee/img_00000035.jpg,42
20,1981_Graphic_Ringer_Tee/img_00000009.jpg,42
21,1981_Graphic_Ringer_Tee/img_00000033.jpg,42
22,1981_Graphic_Ringer_Tee/img_00000044.jpg,42
23,1981_Graphic_Ringer_Tee/img_00000037.jpg,42
24,1981_Graphic_Ringer_Tee/img_00000029.jpg,42
25,1981_Graphic_Ringer_Tee/img_00000017.jpg,42
26,1981_Graphic_Ringer_Tee/img_00000040.jpg,42
27,1981_Graphic_Ringer_Tee/img_00000001.jpg,42
28,1981_Graphic_Ringer_Tee/img_00000016.jpg,42
29,1981_Graphic_Ringer_Tee/img_00000031.jpg,42
30,1981_Graphic_Ringer_Tee/img_00000020.jpg,42
31,1981_Graphic_Ringer_Tee/img_00000041.jpg,42
32,1981_Graphic_Ringer_Tee/img_00000043.jpg,42
33,1981_Graphic_Ringer_Tee/img_00000047.jpg,42
34,1981_Graphic_Ringer_Tee/img_00000045.jpg,42
35,1981_Graphic_Ringer_Tee/img_00000003.jpg,42
36,1981_Graphic_Ringer_Tee/img_00000039.jpg,42
37,1981_Graphic_Ringer_Tee/img_00000011.jpg,42
38,1981_Graphic_Ringer_Tee/img_00000019.jpg,42
39,1981_Graphic_Ringer_Tee/img_00000010.jpg,42
40,1981_Graphic_Ringer_Tee/img_00000038.jpg,42
41,1981_Graphic_Ringer_Tee/img_00000046.jpg,42
42,1981_Graphic_Ringer_Tee/img_00000028.jpg,42
43,1981_Graphic_Ringer_Tee/img_00000014.jpg,42
44,1981_Graphic_Ringer_Tee/img_00000042.jpg,42
45,1981_Graphic_Ringer_Tee/img_00000025.jpg,42
46,2-in-1_Space_Dye_Athletic_Tank/img_00000049.jpg,41
47,2-in-1_Space_Dye_Athletic_Tank/img_00000048.jpg,41
48,2-in-1_Space_Dye_Athletic_Tank/img_00000022.jpg,41
49,2-in-1_Space_Dye_Athletic_Tank/img_00000002.jpg,41
50,2-in-1_Space_Dye_Athletic_Tank/img_00000008.jpg,41
51,2-in-1_Space_Dye_Athletic_Tank/img_00000018.jpg,41
52,2-in-1_Space_Dye_Athletic_Tank/img_00000024.jpg,41
53,2-in-1_Space_Dye_Athletic_Tank/img_00000013.jpg,41
54,2-in-1_Space_Dye_Athletic_Tank/img_00000012.jpg,41
55,2-in-1_Space_Dye_Athletic_Tank/img_00000060.jpg,41
56,2-in-1_Space_Dye_Athletic_Tank/img_00000021.jpg,41
57,2-in-1_Space_Dye_Athletic_Tank/img_00000053.jpg,41
58,2-in-1_Space_Dye_Athletic_Tank/img_00000005.jpg,41
59,2-in-1_Space_Dye_Athletic_Tank/img_00000023.jpg,41
60,2-in-1_Space_Dye_Athletic_Tank/img_00000036.jpg,41
61,2-in-1_Space_Dye_Athletic_Tank/img_00000007.jpg,41
62,2-in-1_Space_Dye_Athletic_Tank/img_00000054.jpg,41
63,2-in-1_Space_Dye_Athletic_Tank/img_00000026.jpg,41
64,2-in-1_Space_Dye_Athletic_Tank/img_00000027.jpg,41
65,2-in-1_Space_Dye_Athletic_Tank/img_00000051.jpg,41
66,2-in-1_Space_Dye_Athletic_Tank/img_00000034.jpg,41
67,2-in-1_Space_Dye_Athletic_Tank/img_00000030.jpg,41
68,2-in-1_Space_Dye_Athletic_Tank/img_00000032.jpg,41
69,2-in-1_Space_Dye_Athletic_Tank/img_00000004.jpg,41
70,2-in-1_Space_Dye_Athletic_Tank/img_00000055.jpg,41
71,2-in-1_Space_Dye_Athletic_Tank/img_00000062.jpg,41
72,2-in-1_Space_Dye_Athletic_Tank/img_00000015.jpg,41
73,2-in-1_Space_Dye_Athletic_Tank/img_00000050.jpg,41
74,2-in-1_Space_Dye_Athletic_Tank/img_00000035.jpg,41
75,2-in-1_Space_Dye_Athletic_Tank/img_00000009.jpg,41
76,2-in-1_Space_Dye_Athletic_Tank/img_00000033.jpg,41
77,2-in-1_Space_Dye_Athletic_Tank/img_00000044.jpg,41
78,2-in-1_Space_Dye_Athletic_Tank/img_00000037.jpg,41
79,2-in-1_Space_Dye_Athletic_Tank/img_00000029.jpg,41
80,2-in-1_Space_Dye_Athletic_Tank/img_00000017.jpg,41
81,2-in-1_Space_Dye_Athletic_Tank/img_00000040.jpg,41
82,2-in-1_Space_Dye_Athletic_Tank/img_00000001.jpg,41
83,2-in-1_Space_Dye_Athletic_Tank/img_00000016.jpg,41
84,2-in-1_Space_Dye_Athletic_Tank/img_00000031.jpg,41
85,2-in-1_Space_Dye_Athletic_Tank/img_00000020.jpg,41
86,2-in-1_Space_Dye_Athletic_Tank/img_00000041.jpg,41
87,2-in-1_Space_Dye_Athletic_Tank/img_00000043.jpg,41
88,2-in-1_Space_Dye_Athletic_Tank/img_00000063.jpg,41
89,2-in-1_Space_Dye_Athletic_Tank/img_00000047.jpg,41
90,2-in-1_Space_Dye_Athletic_Tank/img_00000045.jpg,41
91,2-in-1_Space_Dye_Athletic_Tank/img_00000058.jpg,41
92,2-in-1_Space_Dye_Athletic_Tank/img_00000003.jpg,41
93,2-in-1_Space_Dye_Athletic_Tank/img_00000039.jpg,41
94,2-in-1_Space_Dye_Athletic_Tank/img_00000011.jpg,41
95,2-in-1_Space_Dye_Athletic_Tank/img_00000019.jpg,41
96,2-in-1_Space_Dye_Athletic_Tank/img_00000010.jpg,41
97,2-in-1_Space_Dye_Athletic_Tank/img_00000038.jpg,41
98,2-in-1_Space_Dye_Athletic_Tank/img_00000059.jpg,41
99,2-in-1_Space_Dye_Athletic_Tank/img_00000046.jpg,41
100,2-in-1_Space_Dye_Athletic_Tank/img_00000056.jpg,41
101,2-in-1_Space_Dye_Athletic_Tank/img_00000061.jpg,41
102,2-in-1_Space_Dye_Athletic_Tank/img_00000028.jpg,41
103,2-in-1_Space_Dye_Athletic_Tank/img_00000052.jpg,41
104,2-in-1_Space_Dye_Athletic_Tank/img_00000014.jpg,41
105,2-in-1_Space_Dye_Athletic_Tank/img_00000057.jpg,41
106,2-in-1_Space_Dye_Athletic_Tank/img_00000042.jpg,41
107,2-in-1_Space_Dye_Athletic_Tank/img_00000025.jpg,41
108,2-in-1_Space_Dye_Athletic_Tank/img_00000006.jpg,41
109,25_Mesh-Paneled_Jersey_Dress/img_00000022.jpg,13
110,25_Mesh-Paneled_Jersey_Dress/img_00000002.jpg,13
111,25_Mesh-Paneled_Jersey_Dress/img_00000008.jpg,13
112,25_Mesh-Paneled_Jersey_Dress/img_00000018.jpg,13
113,25_Mesh-Paneled_Jersey_Dress/img_00000024.jpg,13
114,25_Mesh-Paneled_Jersey_Dress/img_00000013.jpg,13
115,25_Mesh-Paneled_Jersey_Dress/img_00000012.jpg,13
116,25_Mesh-Paneled_Jersey_Dress/img_00000021.jpg,13
117,25_Mesh-Paneled_Jersey_Dress/img_00000005.jpg,13
118,25_Mesh-Paneled_Jersey_Dress/img_00000023.jpg,13
119,25_Mesh-Paneled_Jersey_Dress/img_00000036.jpg,13
120,25_Mesh-Paneled_Jersey_Dress/img_00000007.jpg,13
121,25_Mesh-Paneled_Jersey_Dress/img_00000026.jpg,13
122,25_Mesh-Paneled_Jersey_Dress/img_00000027.jpg,13
123,25_Mesh-Paneled_Jersey_Dress/img_00000034.jpg,13
124,25_Mesh-Paneled_Jersey_Dress/img_00000030.jpg,13
125,25_Mesh-Paneled_Jersey_Dress/img_00000032.jpg,13
126,25_Mesh-Paneled_Jersey_Dress/img_00000004.jpg,13
127,25_Mesh-Paneled_Jersey_Dress/img_00000015.jpg,13
128,25_Mesh-Paneled_Jersey_Dress/img_00000035.jpg,13
129,25_Mesh-Paneled_Jersey_Dress/img_00000009.jpg,13
130,25_Mesh-Paneled_Jersey_Dress/img_00000033.jpg,13
131,25_Mesh-Paneled_Jersey_Dress/img_00000044.jpg,13
132,25_Mesh-Paneled_Jersey_Dress/img_00000037.jpg,13
133,25_Mesh-Paneled_Jersey_Dress/img_00000029.jpg,13
134,25_Mesh-Paneled_Jersey_Dress/img_00000017.jpg,13
135,25_Mesh-Paneled_Jersey_Dress/img_00000040.jpg,13
136,25_Mesh-Paneled_Jersey_Dress/img_00000001.jpg,13
137,25_Mesh-Paneled_Jersey_Dress/img_00000016.jpg,13
138,25_Mesh-Paneled_Jersey_Dress/img_00000031.jpg,13
139,25_Mesh-Paneled_Jersey_Dress/img_00000020.jpg,13
140,25_Mesh-Paneled_Jersey_Dress/img_00000041.jpg,13
141,25_Mesh-Paneled_Jersey_Dress/img_00000043.jpg,13
142,25_Mesh-Paneled_Jersey_Dress/img_00000045.jpg,13
143,25_Mesh-Paneled_Jersey_Dress/img_00000003.jpg,13
144,25_Mesh-Paneled_Jersey_Dress/img_00000039.jpg,13
145,25_Mesh-Paneled_Jersey_Dress/img_00000011.jpg,13
146,25_Mesh-Paneled_Jersey_Dress/img_00000019.jpg,13
147,25_Mesh-Paneled_Jersey_Dress/img_00000010.jpg,13
148,25_Mesh-Paneled_Jersey_Dress/img_00000038.jpg,13
149,25_Mesh-Paneled_Jersey_Dress/img_00000028.jpg,13
150,25_Mesh-Paneled_Jersey_Dress/img_00000014.jpg,13
151,25_Mesh-Paneled_Jersey_Dress/img_00000042.jpg,13
